Words,Tags
Moloch,NNP
commendable,JJ
neatly,RB
Alar,NN
Scaring,VBG
Caution,NN
illogic,NN
inaccuracy,NN
characterization,NN
Greens,NNP
renowned,JJ
Jukes,NNP
charlatanry,NN
profferred,VBN
weepers,NNS
manners,NNS
Would-be,JJ
naysayers,NNS
necessity,NN
Morton,NNP
Va,NNP
125.1,CD
IATA,NNP
transported,VBN
kilometer,NN
Systemwide,NNP
632,CD
passenger-kilometers,NNS
persecuting,VBG
dissidents,NNS
Izvestia,NNP
Vladimir,NNP
Kryuchkov,NNP
anti-Soviet,JJ
tongue,NN
5th,JJ
conspiracies,NNS
neighbor,NN
Rude,NNP
Pravo,NNP
Rising,VBG
Czechoslovak,JJ
Venice,NNP
tides,NNS
Cecconi,NNP
Consortium,NNP
canals,NNS
sunk,VBN
Quelle,NNP
Saying,VBG
Moscow-based,JJ
Intermoda,NNP
catalog,NN
small-screen,JJ
color-television,NN
TVs,NNS
Daewoo,NNP
Goldstar,NNP
Samsung,NNP
unsustainable,JJ
Soyuz,NNP
external-trade,JJ
Sri,NNP
Lanka,NNP
Dynasty,NNP
Koreans,NNPS
dog-meat,NN
offends,VBZ
Broad,NNP
home-building,JJ
10-month,JJ
approximate,JJ
opener,NN
diverge,VB
Daly,NNP
Semel,NNP
obscenity,NN
Tell,VB
Rabinowitz,NNP
peek,NN
dogfight,NN
fiction,NN
contractual,JJ
prolific,JJ
scarred,VBN
differing,VBG
interpretations,NNS
murkier,JJR
hanging,VBG
rancorous,JJ
Sylvester,NNP
Stallone,NNP
Tango,NNP
Cash,NNP
Hubert,NNP
Bouillaire,NNP
Canton,NNP
Baird,NNP
Kurt,NNP
post-production,NN
cleaning,VBG
consultation,NN
screenings,NNS
hugged,VBD
congratulated,VBD
MGM\/UA,NNP
pen,NN
objection,NN
congratulating,NN
irreparably,RB
encouragement,NN
mini-studio,NN
feeding,NN
Carroll,NNP
suburb,NN
"7,600",CD
Sundance,NNP
Distributors,NNPS
Littleton,NNP
hand-wringing,NN
152.08,CD
Darman,NNP
lining,NN
155.15,CD
149.69,CD
136,CD
divisive,JJ
Meeting,VBG
Underscoring,VBG
240.86,CD
1.143,CD
990.79,CD
6.16,CD
10.17,CD
Outlays,NNS
105.39,CD
87.57,CD
Revenues,NNS
99.23,CD
97.74,CD
CMS,NNP
10-cent-a-share,JJ
Consumers,NNS
gas-fired,JJ
cogeneration,NN
237.8,CD
Accrued,VBN
Polly,NNP
Sansui,NNP
extinction,NN
15.6,CD
high-fidelity,NN
adjust,VB
rebut,VB
Asil,NNP
Nadir,NNP
demolished,VBN
management-consultant,NN
Tokyo-based,JJ
Advisory,NNP
webs,NNS
cross-shareholdings,NNS
Usually,RB
demeanors,NNS
audiophiles,NNS
mini-component,JJ
miniaturized,VBN
amplifiers,NNS
audio-specialty,NN
Aiwa,NNP
Pioneer,NNP
offshore,RB
competitiveness,NN
Ryosuke,NNP
Ito,NNP
Yoshihisa,NNP
Murasawa,NNP
Booz-Allen,NNP
Attitudes,NNS
brimmed,VBD
self-confidence,NN
microwaves,NNS
injected,VBN
jettisoning,VBG
existent,JJ
doubling,NN
tropical-fruit,NN
557,CD
878,CD
54.8,CD
39.8,CD
Joann,NNP
Lublin,NNP
BellSouth,NNP
LIN,NNP
McCaw,NNP
Cellular,NNP
persistence,NN
placate,VB
payout,NN
2.23,CD
Plouf,NNP
Kirkland,NNP
50.3,CD
escalate,VB
non-economical,JJ
back-end,JJ
third-party,JJ
mollify,VB
BellSouth-LIN,JJ
540,CD
Moran,NNP
flawed,VBN
McCoy,NNP
Enterprises,NNPS
3.51,CD
13.6,CD
3.90,CD
52.125,CD
112.625,CD
decree,NN
Urging,NNP
motivation,NN
declares,VBZ
Antolini,NNP
affects,VBZ
attributable,JJ
Estimates,NNS
market-maker,NN
gripes,NNS
illiquidity,NN
amplified,VBN
sorely,RB
DaPuzzo,NNP
pre-crash,JJ
program-trade,JJ
Hardiman,NNP
drags,VBZ
Tele-Communications,NNP
Liz,NNP
tumbles,VBZ
closes,VBZ
re-entering,VBG
selloffs,NNS
452.76,CD
Weakness,NN
6.43,CD
437.68,CD
3.95,CD
448.80,CD
132.8,CD
LIN-BellSouth,NNP
dole,VB
interruption,NN
80486,CD
rocketed,VBD
Starpointe,NNP
Dime,NNP
21-a-share,JJ
Kirschner,NNP
"376,000",CD
joint-implants,NNS
slapped,VBD
resilience,NN
47.3,CD
2082.1,CD
6.8,CD
42.0,CD
1678.5,CD
443.6,CD
top-tier,JJ
telegraphed,VBD
upheaval,NN
Warburg,NNP
shuffle,NN
nationalization,NN
185,CD
2.90,CD
1.74,CD
123.5,CD
416,CD
10.86,CD
Hanson,NNP
200.5,CD
35527.29,CD
148.85,CD
35378.44,CD
2681.76,CD
First-section,JJ
886,CD
brokerages,NNS
profittaking,NN
19.69,CD
1462.93,CD
Valentin,NNP
Von,NNP
Korff,NNP
settles,VBZ
Concern,NN
Intl,NNP
APARTHEID,NNP
FOES,NNS
STAGED,VBD
CONGRESSIONAL,JJ
LEADERS,NNS
BACKED,VBD
NBC-TV,NNP
unwise,JJ
Minority,NNP
humanitarian,JJ
350-seat,JJ
Cortes,NNP
gatherings,NNS
staging,NN
Dissidents,NNS
Prague,NNP
Wenceslas,NNP
Milos,NNP
Jakes,NNP
metallurgical,JJ
flaw,NN
installations,NNS
home-state,JJ
scrap,VB
Afghan,JJ
bombarded,VBD
offensives,NNS
roads,NNS
guerrilla-held,JJ
convened,VBD
Arab-sponsored,JJ
Michel,NNP
Aoun,NNP
Syrian,JJ
pullout,NN
wreckage,NN
commuter,NN
remote,JJ
valley,NN
Molokai,NNP
Maui,NNP
defeating,VBG
midway,NN
championship,NN
Rudolf,NNP
von,NNP
Bennigsen-Foerder,NNP
Veba,NNP
Duesseldorf,NNP
pneumonia,NN
Perry,NNP
packing,VBG
Unilever,NNP
personal-care,JJ
paused,VBD
scan,VB
gasped,VBD
nervously,RB
Anglo-Dutch,NNP
packaged-goods,NNS
Faberge,NNP
Arden,NNP
counters,NNS
Noxell,NNP
Cover,NNP
Girl,NNP
Clarion,NNP
makeup,NN
mass-market,JJ
agitated,VBN
disdain,NN
glitzy,JJ
Promise,NNP
margarine,NN
detergent,NN
blend,NN
intuitive,JJ
Likely,JJ
cosmetics-industry,NN
Estee,NNP
Lauder,NNP
Revlon,NNP
intuition,NN
smell,NN
jars,NNS
artistic,JJ
habitats,NNS
gray-flannel,NN
rolls,NNS
nationally,RB
test-marketing,NN
soaps,NNS
cents-off,JJ
coupons,NNS
mascara,NN
meld,VB
image-making,NN
Olay,NNP
Richardson-Vicks,NNP
moisturizer,NN
1962,CD
aged,VBN
reposition,VB
cleansers,NNS
moisturizers,NNS
redesigned,VBN
stamping,VBG
pink,JJ
opulent,JJ
mid-30s,CD
gracefully,RB
Goliaths,NNS
Bunting,NNP
scrimping,VBG
Packaged-goods,NNS
consolidations,NNS
Maybelline,NNP
Schering,NNP
new-product,NN
mass-distribution,JJ
supermarkets,NNS
Shore,NNP
mid-priced,JJ
skin-care,NN
ordinarily,RB
high-end,JJ
drug-store,NN
Plenitude,NNP
bleach,NN
whims,NNS
Peyrelongue,NNP
Cosmair,NNP
licensee,NN
consumer-product,NN
quirky,JJ
Colgate-Palmolive,NNP
Colgate,NNP
Helena,NNP
Rubenstein,NNP
languished,VBD
Aziza,NNP
Chesebrough-Pond,NNP
ritzy,JJ
ready-to-wear,JJ
fashions,NNS
unplanned,JJ
cultivating,VBG
lipstick,NN
subtle,JJ
conducts,VBZ
mistrust,NN
Watergate,NNP
misdeeds,NNS
Intelligence,NNP
covert,JJ
infuse,VB
14-year-old,JJ
assassinating,VBG
Casey,NNP
Adviser,NNP
Poindexter,NNP
contingency,NN
wipe,VB
tortured,JJ
legalistic,JJ
spontaneous,JJ
sweetness,NN
congressionally,RB
coups,NNS
Reagan-era,NN
odious,JJ
dictator,NN
endanger,VB
Boren,NNP
Okla,NNP
angrily,RB
selectively,RB
leaking,VBG
bungled,VBN
impediments,NNS
reverted,VBN
pre-Reagan,JJ
nailed,VBN
reserving,VBG
anonymously,RB
accommodating,VBG
Sens.,NNP
wimping,VBG
internationally,RB
harbors,NNS
Iran,NNP
hare-brained,JJ
well-planned,JJ
panicky,JJ
balk,VB
Claiming,VBG
79-year-old,JJ
scavengers,NNS
schemers,NNS
Friday-the-13th,JJ
queries,NNS
gobbledygook,NN
cowards,NNS
accelerates,VBZ
Grasso,NNP
Privately,RB
avail,NN
exchange-listed,JJ
damper,NN
Weill,NNP
GTE,NNP
Rand,NNP
Araskog,NNP
ultimatums,NNS
second-biggest,JJ
pull-backs,NNS
besieged,VBN
instinctive,JJ
clears,VBZ
reshufflings,NNS
daunting,JJ
exchequer,NN
untested,JJ
coherently,RB
kilter,NN
steely,JJ
autocratic,JJ
coterie,NN
guru,NN
blew,VBD
exasperation,NN
suspecting,VBG
strenuously,RB
no-growth,NN
Horne,NNP
grueling,JJ
maneuver,NN
Tories,NNPS
Barnes,NNP
lecturer,NN
liberalized,VBN
assailed,VBD
half-baked,JJ
reinforcing,VBG
tug-of-war,NN
Geoffrey,NNP
Howe,NNP
Tim,NNP
Congdon,NNP
Gerrard,NNP
harbor,NN
wayward,JJ
Hordern,NNP
backbench,JJ
Tory,NNP
sackings,NNS
authoritarian,JJ
Nonsense,NN
Weekend,NNP
Dionne,NNP
Wilcock,NNP
Base,NNP
marvels,NNS
obsolete,JJ
queasily,RB
replacements,NNS
Bern,NNP
Sharfman,NNP
Curdling,NNP
Confession,NNP
Shaffer,NNP
Tithing,NN
Obedience,NN
Commandment,NN
Len,NNP
Wives,NNS
Chores,NNS
HUSBANDS,NNS
housework,NN
Waite,NNP
Goldscheider,NNP
analyzed,VBD
ages,NNS
non-working,JJ
housecleaning,NN
washing,VBG
dishes,NNS
yardwork,NN
appreciably,RB
lighten,VB
one-for-one,JJ
husbands,NNS
grammar,NN
less-educated,JJ
wife\/mother,NN
decreases,VBZ
Nursing,NNP
Apt,JJ
Be,VB
Payers,NNS
FAR,RB
FEWER,JJR
Conventional,JJ
one-fourth,NN
qualifying,VBG
Weiner,NNP
Denise,NNP
Brookings,NNP
Korbin,NNP
Liu,NNP
payers,NNS
discharged,VBN
remarkably,RB
Veterans,NNP
duration,NN
Era,NNP
Liberal,NNP
Views,NNS
REAGAN,NNP
gender,NN
NORC,NNP
youngest,JJS
pro-Reagan,JJ
pro-Republican,JJ
Answers,NNS
bracket,NN
olds,NNS
suited,VBN
SEPARATED,VBN
discovers,VBZ
Ph.,NNP
edgy,JJ
candor,NN
superstars,NNS
Vitaly,NNP
Korotich,NNP
trail-blazing,JJ
Ogonyok,NNP
somersaulting,JJ
elation,NN
Savoy,NNP
brow-beating,NN
Eight-foot-tall,JJ
Rubenesquely,JJ
ladies,NNS
canvases,NNS
cherubs,NNS
surrounded,VBN
trowel,NN
corinthian,JJ
capitals,NNS
fluting,NN
fountains,NNS
butt,NN
whack,VB
spanking,JJ
palm,NN
educate,VB
Anxious,JJ
cautioning,VBG
tongue-lashing,NN
Brezhnevite,NNP
Afnasjev,NNP
classmate,NN
holdovers,NNS
insignificant,JJ
ice-breaker,JJ
journals,NNS
celebrities,NNS
Prevented,VBN
Ukraine,NNP
cheered,VBD
astounding,JJ
fragility,NN
Censorship,NN
czars,NNS
libertarians,NNS
1890s,CD
famines,NNS
stain,VB
Turkish,JJ
sultan,NN
woven,VBN
threads,NNS
admirable,JJ
sophistication,NN
recognizes,VBZ
honesty,NN
reveals,VBZ
Ayers,NNP
Anniston,NNP
Cynthia,NNP
Langendorf,NNP
brochure,NN
Drury,NNP
screeching,VBG
Greenspan,NNP
supremely,RB
blinking,RB
fusses,VBZ
endlessly,RB
dissecting,VBG
digesting,VBG
reams,NNS
excrutiatingly,RB
near-mutiny,NN
swoon,NN
mutinous,JJ
plaudits,NNS
Chris,NNP
Dodd,NNP
hesitantly,RB
dispel,VB
administration-Fed,JJ
understandable,JJ
phalanx,NN
zero-inflation,NN
tiller,NN
peacetime,NN
groundwork,NN
ECI,NNP
"990,000",CD
co-founders,NNS
Fastenal,NNP
Parametric,NNP
"1,365,226",CD
"334,774",CD
Wessels,NNP
Volk,NNP
Duncan,NNP
Dwight,NNP
specialization,NN
bastions,NNS
generalist,NN
grappled,VBD
imaginable,JJ
generalists,NNS
non-patent,JJ
Giles,NNP
patent-law,NN
Friedman,NNP
Biotechnical,NNP
Lourie,NNP
litigator,NN
Medtronic,NNP
infringement,NN
infringe,VB
additives,NNS
non-drug,JJ
Lisa,NNP
Raines,NNP
well-versed,JJ
high-technological,JJ
7.75,CD
8.475,CD
8.52,CD
8.17,CD
8.08,CD
9.80,CD
ACCOUNTING,NNP
STANDARDS,NNPS
BOARD'S,NNP
misstated,VBN
Rule,NN
124-year-old,JJ
meltdown,NN
racked,VBN
squabbles,NNS
frayed,VBN
Silas,NNP
Cathcart,NNP
Tool,NNP
derided,VBN
tool-and-die,JJ
mall,NN
42-year-old,JJ
grandiose,JJ
understandably,RB
Whitney,NNP
eked,VBD
"1,400-member",JJ
consulting-firm,NN
parade,NN
mergers-and-acquisitions,JJ
syngeries,NNS
corporate-finance,JJ
teaming,VBG
bickered,VBN
synergy,NN
panned,VBN
uh,UH
7:30,CD
Newquist,NNP
Everywhere,RB
confides,VBZ
single-engine,JJ
Cessna,NNP
Centurion,NNP
Nantucket,NNP
B.J.,NNP
Megargel,NNP
42-branch,JJ
refueling,VBG
task-force,NN
clientele,NNS
serve-the-world,JJ
20-week,JJ
counselors,NNS
Sheehan,NNP
Theoretically,RB
funnel,VB
cross-pollination,NN
outwardly,RB
executive-level,JJ
multiple-year,JJ
departing,VBG
Quaker,NNP
Oats,NNP
budgeting,NN
marvelous,JJ
Smiling,VBG
UNDER,IN
PROPOSAL,NN
Accounts,NNPS
Politics,NNS
Break,NN
Immediate,NNP
Off,IN
Till,IN
foreign-investment,JJ
USI,NNP
initialed,VBD
naphtha,NN
cracker,NN
Alson,NNP
Luzon,NNP
Petrochemical,NNP
Contract,NN
Batangas,NNP
propylene,NN
ethylene,NN
polypropylene,NN
polyethylene,NN
long-planned,JJ
capabilities,NNS
maneuvers,NNS
Representatives,NNPS
Enrique,NNP
northwest,RB
reconsideration,NN
soothe,VB
Bataan,NNP
Manila-based,JJ
correspondents,NNS
Plastics,NNPS
Nasdaq\/National,NNP
Crawford,NNP
CFD,NNP
evaluates,VBZ
disability,NN
Refinery,NNP
ELP,NNP
Multi-Income,NNP
Mateo,NNP
FMI,NNP
ALII,NNP
YALE,NNP
POLITICAL,JJ
honorarium,NN
speakers,NNS
Speaker,NNP
Scandal,NN
Need,MD
Cut,VB
Speaking,VBG
Fee,NN
Deaver,NNP
Host,NN
Find,VBP
Careers,NNS
Disgrace,NN
slicing,VBG
lard,NN
stupidest,JJS
vetoing,VBG
gimmick,NN
waves,NNS
arcane,JJ
ramifications,NNS
lightly,RB
budget-reduction,JJ
confrontations,NNS
Marlin,NNP
Fitzwater,NNP
restoring,VBG
surgically,RB
entirety,NN
provocatively,RB
theorists,NNS
buried,VBN
concurrence,NN
adjournment,NN
specifying,VBG
Glazier,NNP
writings,NNS
pledges,NNS
fathers,NNS
blackmail,VB
lawmaker,NN
Transit,NNP
foreign-policy,NN
BART,NNP
judiciously,RB
angst,NN
entitlement,NN
Governors,NNS
sparingly,RB
comity,NN
becase,IN
antagonize,VB
executive-legislative,JJ
Hatfield,NNP
repassed,VBN
Clause,NN
oat-bran,NN
capitalizing,VBG
health-oriented,JJ
ready-to-eat,JJ
Led,VBN
oat-based,JJ
Cheerios,NNPS
Flakes,NNPS
Krispies,NNPS
Frosted,NNP
Honey,NNP
Nut,NNP
eaten,VBN
corn-based,JJ
oats,NNS
Maguire,NNP
Wheat,NNP
71.75,CD
LaMothe,NNP
Cereal,NN
bran-processing,JJ
rice-processing,JJ
constrained,VBN
Covington,NNP
phases,NNS
construction-industry,NN
185-acre,JJ
reassigned,VBD
480.4,CD
123.1,CD
1.02,CD
145.7,CD
disposition,NN
PARKER,NNP
HANNIFIN,NNP
Connectors,NNPS
Cliff,NNP
Hannifin,NNP
84.90,CD
7.51,CD
Hertz,NNP
puttable,JJ
triple-B,JJ
5.75,CD
LTCB,NNP
turbulent,JJ
Malaysian,JJ
Daim,NNP
Zainuddin,NNP
sever,VB
Datuk,NNP
spice,NN
unremarkable,JJ
Malaysian-based,JJ
souring,NN
listings,NNS
diverging,VBG
national-policy,NN
QUANTUM,NNP
CHEMICAL,NNP
Payout,NN
Stalled,VBN
Quantum,NNP
Firm,NN
Posts,VBZ
Loss,NN
2.007,CD
2.616,CD
Istat,NNP
466,CD
14.933,CD
10.485,CD
18.443,CD
16.436,CD
155.039,CD
140.106,CD
Import,NN
c.i.f,JJ
free-on-board,JJ
f.o.b,JJ
heats,VBZ
Banco,NNP
Exterior,NNP
privatization,NN
Instituto,NNP
Nacional,NNP
Industria,NNP
51.4,CD
Factorex,NNP
export-related,JJ
Catching,VBG
public-owned,JJ
824,CD
7.04,CD
522,CD
pesetas,NNS
pillars,NNS
crumble,VB
Expansion,NN
Morocco,NNP
handicap,NN
Bilbao,NNP
Vizcaya,NNP
whip,NN
134-lawyer,JJ
farming,NN
litigators,NNS
technicians,NNS
welding,NN
welded,VBN
durability,NN
highest-quality,JJ
directives,NNS
regards,VBZ
special-projects,JJ
PROSECUTORS,NNS
prosecutions,NNS
caseloads,NNS
perplexing,JJ
conclusions,NNS
IMELDA,NNP
MARCOS,NNP
kidnapped,VBN
abducted,NN
embezzling,VBG
concealing,VBG
factually,RB
hospitality,NN
COURT,NN
Crete,NNP
Koskotas,NNP
reconsidered,VBN
then-Vice,NNP
speedy,JJ
extradition,NN
PRO,FW
BONO,FW
VOLUNTARISM,NN
stave,VB
twenty,CD
bono,FW
Delegate,NNP
Wachtler,NNP
distraction,NN
Justin,NNP
Vigdor,NNP
DALLAS,NNP
HOUSTON,NNP
130-lawyer,JJ
Datson,NNP
Scofield,NNP
70-lawyer,JJ
Dotson,NNP
PILING,VBG
Piggybacking,VBG
Greenfield,NNP
condoned,VBD
logistics-computer,NN
cover-up,NN
pretrial,JJ
motions,NNS
cheap-shot,JJ
procedurally,RB
fallacious,JJ
hurriedly,RB
grossly,RB
car-dealers,NNS
Ron,NNP
Tonkin,NNP
broadside,NN
conspiring,VBG
pleas,NNS
acccounting,NN
Morever,RB
condone,VB
befallen,VBN
Witnesses,NNS
invoicing,NN
Investigators,NNS
suicide,NN
invoices,NNS
Wildlife,NNP
Valdez,NNP
spill,NN
pariah,NN
soiled,VBD
shoreline,NN
wreaked,VBD
havoc,NN
wildlife,NN
Conservation,NNP
frank,JJ
Campion,NNP
objectivity,NN
Tennesse,NNP
sevices,NNS
tellers,NNS
instantly,RB
Kelley,NNP
acknowledgement,NN
Member,NNP
moan,VB
84-6,RB
"124,000",CD
21.5,CD
Grassley,NNP
Jamie,NNP
Whitten,NNP
49.7,CD
bequest,NN
Sasser,NNP
remark,NN
Rican,JJ
Oscar,NNP
Arias,NNP
Hemisphere,NNP
debtors,NNS
cash-management,JJ
non-competitive,JJ
27-week,JJ
noncompetitive,JJ
postmarked,VBN
book-entry,JJ
HBJ,NNP
8.7,CD
"884,000",CD
muddied,VBN
less-than-perfect,JJ
"155,000",CD
"209,000",CD
factory-jobs,NNS
"103,000",CD
skewed,VBN
interpret,VB
Englund,NNP
MMS,NNP
Kahan,NNP
coincident,JJ
Wyss,NNP
orders-related,JJ
ususal,JJ
auto-buying,NN
buoy,VB
totals,NNS
"755,000",CD
NMTBA,NNP
303,CD
227.1,CD
328.2,CD
lathes,NNS
metal-forming,JJ
presses,NNS
Milacron,NNP
Giddings,NNP
Fond,NNP
du,NNP
Lac,NNP
state-of-the-art,JJ
strive,VBP
machining,NN
milling,NN
grinders,NNS
192.9,CD
266.5,CD
156.3,CD
110.1,CD
61.7,CD
281.2,CD
"2,057,750,000",CD
"675,400,000",CD
"1,048,500,000",CD
"588,350,000",CD
buzzword,NN
mega,JJ
mega-issues,NNS
megaquestions,NNS
evolving,VBG
unregulated,JJ
prospectus,NN
mega-crash,NN
mega-projects,NNS
G.S.,NNP
government-run,JJ
Unit,NNP
mega-problems,NNS
corrections,NNS
Rajiv,NNP
liberalizing,VBG
810,CD
Larsen,NNP
Toubro,NNP
nonconvertible,JJ
conserve,VB
overregulated,JJ
government-controlled,JJ
buoyant,JJ
industrialists,NNS
under-the-table,JJ
Tata,NNP
355,CD
oversubscribed,VBN
Essar,NNP
Gujarat,NNP
marine,JJ
Bindal,NNP
Agro,NNP
Chem,NNP
agrochemical,NN
Usha,NNP
Rectifier,NNP
M.J.,NNP
Pherwani,NNP
unseen,JJ
ministries,NNS
case-by-case,JJ
dawdling,VBG
cheery,JJ
Mega,JJ
non-mega,JJ
Disclosures,NNS
rumor-happy,JJ
357,CD
stranger,NN
pin-pointed,VBN
prospectuses,NNS
loopholes,NNS
unprepared,JJ
mega-crashes,NNS
bankruptcies,NNS
T.T.,NNP
Ram,NNP
Mohan,NNP
Lion,NNP
Nathan,NNP
watchdog,NN
SA,NNP
brewer,NN
Myers,NNP
Finnair,NNP
archrival,JJ
SAS,NNP
50%-state-owned,JJ
Denmark,NNP
24.2,CD
bucked,VBD
725,CD
11.44,CD
11.625,CD
Egan,NNP
Jaguar-GM,NNP
structuring,VBG
Ellesmere,NNP
Port,NNP
auto-industry,NN
unionists,NNS
Abbie,NNP
uttered,VBD
ABBIE,NNP
Yeah,UH
listens,VBZ
impassively,RB
cont'd.,VBN
anti-war,JJ
activist,NN
Yippies,NNPS
script,NN
pieced,VBN
re-enactment,NN
Connie,NNP
Chung,NNP
blurring,VBG
distinction,NN
reconstructing,VBG
actors,NNS
Lieber,NNP
Conspiracy,NNP
show-biz,NN
Broadcasters,NNS
Broadcast,NNP
Stringer,NNP
horizons,NNS
civil-rights,NNS
bombing,NN
Lockerbie,NNP
Associated,NNP
hostages,NNS
Jacobsen,NNP
Benjamin,NNP
Weir,NNP
Jenco,NNP
branched,VBN
Live,NNP
Diane,NNP
Sawyer,NNP
Deal,NNP
stops,VBZ
Sid,NNP
Feders,NNP
starring,VBG
Shriver,NNP
Scarborough,NNP
re-creations,NNS
Cosgrove-Meurer,NNP
Unsolved,NNP
Mysteries,NNPS
theater,NN
consummated,VBN
cost-conscious,JJ
Re-enactments,NNS
syndicated,VBN
Affair,NNP
Maury,NNP
Povich,NNP
Rob,NNP
Nowhere,RB
555,CD
57th,JJ
Minutes,NNPS
audition,VB
Wentworth,NNP
Alton,NNP
Ned,NNP
Beatty,NNP
epsiode,NN
Caryl,NNP
Chessman,NNP
Willie,NNP
Bosket,NNP
toughest,JJS
re-enacting,VBG
Mile,NNP
Middletown,NNP
combing,VBG
extras,NNS
Reid,NNP
half-time,NN
volunteers,NNS
Sukle,NNP
filming,VBG
skateboards,NNS
docudrama,NN
re-enactments,NNS
stink,VBP
squeamish,JJ
Shales,NNP
admirer,NN
Re-creating,VBG
Salant,NNP
Reuven,NNP
anchorman,NN
Cronkite,NNP
Konner,NNP
dramatizations,NNS
drama,NN
scathing,JJ
Johanna,NNP
Lawrenson,NNP
manic-depressive,NN
misrepresents,VBZ
36-page,JJ
dramatization,NN
authenticity,NN
Phyllis,NNP
landlord,NN
Solebury,NNP
Township,NNP
Silvers,NNP
Lack,NN
re-creactions,NNS
re-creation,NN
round-table,JJ
misrepresent,VB
admired,VBN
allayed,VBN
depicting,VBG
Dentsu,NNP
HDM,NNP
Eurocom,NNP
profiles,NNS
30.96,CD
unfamiliar,JJ
trickier,JJR
Warman,NNP
Corning,NNP
Ciba,NNP
Diagnostics,NNPS
Medfield,NNP
Basel-based,JJ
diagnostics,NNS
medical-care,NN
Mel,NNP
wacky,JJ
comedy,NN
Nutt,NNP
casualty,NN
Door,NNP
Wednesdays,NNS
9:30,CD
outings,NNS
Curtis,NNP
Fatman,NNP
Labatt,NNP
127.5,CD
Vaux,NNP
Thereafter,RB
renegotiated,VBN
redeemable,JJ
reassert,VB
resellers,NNS
original-equipment,JJ
38-pound,JJ
microprocessor-based,JJ
on-board,JJ
14-pound,JJ
megabyte,NN
laptops,NNS
tardy,JJ
GRiD,NNP
Weighing,VBG
20-megabyte,JJ
backlit,JJ
floppy,JJ
snap-on,JJ
drawback,NN
3-inch,JJ
thickness,NN
clunky,JJ
List,NN
heavier,JJR
Instrument,NNP
"4,999",CD
TI,NNP
Model,NNP
"5,599",CD
"4,199",CD
oil-patch,NN
monolithic,JJ
Lagnado,NNP
have-not,JJ
mo,NN
Census,NNP
Roebuck,NNP
mart,NNP
defense-related,JJ
weakest,JJS
slowest,JJS
Kerr-McGee,NNP
ammonium,NN
perchlorate,NN
Nev,NNP
cross-blending,JJ
northeast,RB
Ammonium,NN
oxidizer,NN
propellant,NN
rockets,NNS
leveled,VBN
explosions,NNS
destroyed,VBN
KerrMcGee,NNP
"3,350",CD
Elected,VBN
Ezekiel,NNP
Rose,NNP
Pothier,NNP
Removed,VBN
Shiseido,NNP
5.64,CD
39.7,CD
Exact,JJ
3.73,CD
159.92,CD
104.79,CD
318,CD
340.83,CD
Wilkinson,NNP
Merger,NN
W.T.,NNP
Grimm,NNP
Schaumburg,NNP
597,CD
Transactions,NNS
71.9,CD
52.9,CD
"1,977",CD
"1,716",CD
188.1,CD
163.2,CD
247,CD
SHOPPE,NNP
INTERNATIONAL,NNP
franchiser,NN
cents-a-share,JJ
four-cents-a-share,JJ
post-split,JJ
27.7,CD
Yukon,NNP
Supply,NNP
Ownership,NNP
ESOP,NNP
"4,090,000",CD
Insurers,NNS
catastrophes,NNS
ripped,VBN
Cornish,NNP
Northington,NNP
Property,NNP
bloodied,VBN
Rosencrants,NNP
U.S.-based,JJ
reinsurers,NNS
coverages,NNS
syndicates,NNS
Snedeker,NNP
Gill,NNP
Roeser,NNP
self-reinsure,VB
Goodfriend,NNP
18.32,CD
128.9,CD
11.53,CD
information-processing,NN
517.85,CD
475.6,CD
236.23,CD
194.24,CD
39.19,CD
1-for-10,JJ
super-majority,JJ
NHI,NNP
entitling,VBG
cosmetology,NN
12-count,JJ
relate,VBP
admissions,NNS
aiding,VBG
abetting,VBG
financial-aid,NN
Leaseway,NNP
192.5,CD
13.25,CD
2002,CD
690,CD
Specific,JJ
fulfilled,VBN
antagonists,NNS
parried,VBD
equation,NN
19-month,JJ
elevated,VBD
slipping,VBG
agendas,NNS
ardent,JJ
Meet,NNP
Mulroney,NNP
periodic,JJ
diverted,VBN
disarming,VBG
demobilizing,VBG
midst,NN
showcase,NN
de-emphasized,VBN
voided,VBN
Sandinistas,NNS
Abrams,NNP
non-lethal,JJ
ambushed,VBD
inter-American,JJ
Bernard,NNP
Aronson,NNP
undermining,VBG
wavering,VBG
clamping,VBG
Petrie,NNP
15.2,CD
Deb,NNP
Shops,NNPS
"2,331,100",CD
Uhr,NNP
Nikon,NNP
12.12,CD
85.3,CD
7.12,CD
5.85,CD
16.08,CD
2.63,CD
7.24,CD
Increasing,VBG
122.36,CD
102.01,CD
46.2,CD
Camera,NN
50.59,CD
Presidio,NNP
163,CD
gas-gathering,JJ
Reichmann,NNP
29.66,CD
25.12,CD
1.255,CD
1.168,CD
555.5,CD
500.26,CD
251.8,CD
44.92,CD
43.34,CD
2.74,CD
unanimously,RB
Montedision,NN
Antilles,NNPS
liquidate,VB
computer-printer,NN
Kernel,NNP
Catalyst,NNP
"1,534,600",CD
7.6,CD
N.A.,NNP
215,CD
15-a-share,JJ
283.7,CD
Jayark,NNP
Kofcoh,NNP
15.625,CD
Rosalco,NNP
Koffman,NNP
rents,VBZ
audio-visual,JJ
disinterested,JJ
Ajinomoto,NNP
7.54,CD
229.03,CD
219.27,CD
foodstuffs,NNS
Oils,NNS
